Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference
ELEC,Emerson Resort and Spa - Tesla Destination,5340 Route 28,,Mount Tremper,NY,12457,,845-688-2828  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.051890,-74.289518,10/06/2022,168755,2023-01-18 15:15:20,P,,,10/16/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-74.2895185 42.05189)
ELEC,Buckman Plaza,2590 W Ridge Rd,,Rochester,NY,14626,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,6,,,LIVINGSTON,https://www.solution.energy,GPS,43.211375,-77.698376,07/14/2021,191105,2022-02-10 19:42:29,P,,,05/31/2021,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,POINT (-77.698376 43.211375)
ELEC,HIDDEN CREEK HC 249 LEFT,253 Charwood Cir,,Irondequoit,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.183820,-77.557350,05/13/2023,257176,2023-05-13 00:36:32,,,,03/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.55735 43.18382)
ELEC,Hannaford Supermarket,900 Central Ave,,Albany,NY,12206,,877-455-3833,E,,Public,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.680658,-73.790978,05/12/2023,228141,2023-05-12 23:55:50,,,,03/07/2018,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.790978 42.680658)
ELEC,New Roc Garage - Tesla Supercharger,33 LeCount Place and Huguenot Street,,New Rochelle,NY,10801,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.912547,-73.780488,10/03/2022,102333,2022-12-01 17:40:26,P,,,07/23/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-73.780488 40.912547)
ELEC,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,,New York,NY,10282,,212-247-9899  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773730,-73.989713,10/06/2022,115070,2023-01-18 15:15:20,P,,,07/07/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.989713 40.77373)
ELEC,"Exit 14, Park and Ride",367 NY-59,,Nanuet,NY,10954,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.101628,-74.028130,05/13/2023,94851,2023-05-13 01:26:28,,,,12/06/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.02813 41.101628)
ELEC,COLE GROUP HIGHLAND 3,20 Eastview Dr,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.736157,-73.718150,05/13/2023,260036,2023-05-13 00:37:01,,,,04/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.71815 42.736157)
ELEC,Superior Realty Group,9602 4th Avenue,,Brooklyn,NY,11209,,888-998-2546,E,,Public,,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.615179,-74.031984,05/12/2023,257758,2023-05-12 23:59:29,,,,03/31/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.031984 40.615179)
ELEC,SUNY CORTLAND NEUBIG 1.2,15 Neubig Rd,,Cortland,NY,13045,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.596090,-76.192400,05/13/2023,183387,2023-05-13 00:22:36,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.1924 42.59609)
ELEC,TALLYRAND TALLYRAND2,200 White Plains Rd,,Tarrytown,NY,10591,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.063810,-73.852131,05/13/2023,235900,2023-05-13 00:34:36,,,,11/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.852131 41.06381)
ELEC,Montefiore Nyack Hospital,160 North Midland Ave,,Nyack,NY,10960,,888-356-8911,E,,Public,24 hours daily,,,,,,8,,,FLO,https://flo.ca/,GPS,41.096790,-73.925698,05/13/2023,259533,2023-05-13 01:05:55,,,,04/18/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.9256975509255 41.096789577353)
ELEC,INDUSTRY CITY LOT B EAST,533 2nd Ave,,Brooklyn,NY,11232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659338,-74.006454,05/13/2023,217354,2023-05-13 00:15:04,,,,05/12/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.006454 40.659338)
ELEC,"Mirbeau Inn & Spa, Skaneateles - Tesla Destination",851 Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.945065,-76.442674,10/06/2022,115238,2023-01-18 15:15:20,P,,,05/26/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-76.442674 42.945065)
ELEC,Scarsdale Golf Club,1 Club Way,,Hartsdale,NY,10530,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.011020,-73.798900,07/12/2022,223245,2023-02-14 15:54:11,P,,,01/06/2022,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,POINT (-73.7989 41.01102)
ELEC,CENTROTHERM CENTROL F2,427 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.637810,-73.758930,05/13/2023,187554,2023-05-13 00:21:50,,,,04/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.75893 42.63781)
ELEC,MALTA STATION2,2540 State Hwy 9,,Malta,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.975822,-73.791750,05/13/2023,259686,2023-05-13 00:36:48,,,,04/21/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.79175 42.975822)
ELEC,HYDEPARK HYDE PK TOWN HA,4383 U.S. 9,,Hyde Park,NY,12538,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.790836,-73.936440,05/13/2023,164503,2023-05-13 00:22:04,,,,07/24/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.93644 41.790836)
ELEC,LIA HONDA SHOP1,4891 Transit Rd,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.980580,-78.695412,05/13/2023,180104,2023-05-13 00:13:09,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.695412 42.98058)
ELEC,GGMC Parking Seven Eleven (Located at 217 E 44th St) - Tesla Destination,217 E 44th St,,New York,NY,10017,,212-661-0850  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751867,-73.972873,10/06/2022,115053,2023-01-18 15:15:20,P,,,09/25/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.972873 40.751867)
ELEC,BORO PARK BORO CHARGE 8,4915 10th Ave,,Borough Park,NY,11219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.638536,-73.998640,05/13/2023,206915,2023-05-13 00:30:54,,,,02/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.99864 40.638536)
ELEC,Dunkin’,405 W Main St,,Batavia,NY,14020,,585-483-1454,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,43.004421,-78.203921,06/14/2022,157965,2023-02-14 15:54:11,P,,,05/15/2020,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,POINT (-78.203921 43.004421)
ELEC,Stop & Shop 2450 Jerusalem Avenue,2450 Jerusalem Avenue,,North Bellmore,NY,11710,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.690494,-73.541392,05/13/2023,220204,2023-05-13 01:28:41,,,,05/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.5413925 40.6904945)
ELEC,HIDDEN CREEK HC 249 RIGHT,253 Charwood Cir,,Irondequoit,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.183770,-77.557365,05/13/2023,257177,2023-05-13 00:36:32,,,,03/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.557365 43.18377)
ELEC,TEK AUTOMOTIVE CAPALB PED2-5L,350 New Karner Rd,,Colonie,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.731186,-73.853248,05/13/2023,193356,2023-05-13 00:27:06,,,,07/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.853248 42.731186)
ELEC,MOHAWK HARBOR01 STATION #1,200 Harborside Dr,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.824279,-73.932023,05/13/2023,170028,2023-05-13 00:24:15,,,,12/10/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.932023 42.824279)
ELEC,PEAK POINT APT PEAK POINT EV2,1427 Saratoga Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.978535,-73.861580,05/13/2023,191436,2023-05-13 00:26:45,,,,06/24/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.86158 42.978535)
ELEC,TMD MAIN LOT CT4000-2,179 Halbert St,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.935327,-78.841612,05/13/2023,233153,2023-05-13 00:34:06,,,,10/08/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.841612 42.935327)
LPG,Combined Energy Services,1 Musket Ct,Located at the corner of Musket Court,New Hampton,NY,10958,,845-294-4343,E,,Public,"8am-5pm M-F, 8am-2pm Sat",Cash Checks D M V,,,,,,,,,,200-8,41.397445,-74.384605,03/08/2023,50098,2023-03-08 17:16:33,P,,,01/01/2000,,,True,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"ACME"", ""QUICK_CONNECT",,,,,,,,POINT (-74.384605 41.397445)
ELEC,BJ'S Wholesale Shopping Club,40 Graham Rd W,,Ithaca,NY,14850,,607-241-4762,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.486100,-76.492786,09/14/2022,226519,2023-02-14 15:54:11,P,,,08/25/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-76.4927860720635 42.4860997947594)
ELEC,EXIT 14 P&R EXIT 14 P&R,"Exit 14 Park & Ride, Rt 59W Bus Shelter",,Nanuet,NY,10954,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.103294,-74.029091,05/13/2023,232955,2023-05-13 00:34:02,,,,10/06/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.029091 41.103294)
ELEC,NORDEN LOFTS NORDEN LOFTS 1,121 Westmoreland Ave,,White Plains,NY,10606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.027494,-73.777716,05/13/2023,162258,2023-05-13 00:12:12,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.777716 41.027494)
ELEC,Hamlet,56 Marion Ave,,Saratoga Springs,NY,12866,,518-691-3119,E,,Public,24 hours daily,,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.090647,-73.772099,06/07/2021,189519,2022-02-10 19:42:29,P,,,07/30/2020,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,NONE,POINT (-73.772099 43.090647)
ELEC,The Whiteface Lodge - Tesla Destination,7 Whiteface Inn Ln,,Lake Placid,NY,12946,,518-523-0500  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.297078,-74.010977,10/06/2022,114966,2023-01-18 15:15:20,P,,,06/15/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-74.010977 44.297078)
ELEC,Icon Parking 560 Third Ave - Tesla Destination,560 3rd Ave,,New York,NY,10016,,212-599-9807  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747962,-73.976569,10/06/2022,115162,2023-01-18 15:15:20,P,,,04/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.976569 40.747962)
ELEC,The Kartrite Resort & Indoor Waterpark - Tesla Destination,555 Resorts World Dr,,Monticello,NY,12701,,844-527-8748  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.674806,-74.648610,10/06/2022,150611,2023-01-18 15:15:20,P,,,04/17/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-74.64861 41.674806)
ELEC,DEER PARK TANGER EV 2,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762397,-73.305471,05/13/2023,180161,2023-05-13 00:04:51,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.305471 40.762397)
ELEC,GGMC Parking 50 E 79th St Garage - Tesla Destination,50 E 79th St,,New York,NY,10075,,212-879-0670  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.776006,-73.961627,10/06/2022,115144,2023-01-18 15:15:20,P,,,08/21/2015,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.961627 40.776006)
ELEC,Downtown Plattsburgh Public Parking,13 City Hall Pl,,Plattsburgh,NY,12901,,518-563-7642,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.698344,-73.452380,10/11/2022,227688,2023-02-14 15:54:11,P,,,09/13/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-73.4523798654698 44.698343637898)
ELEC,VOEASTROCHESTER EDMUND LYON PAR,700 Main Street,,East Rochester,NY,14445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.108936,-77.486534,05/13/2023,223419,2023-05-13 00:32:38,,,,07/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.486534 43.108936)
ELEC,RRH ST MARYS 3,89 Genesee St,,Rochester,NY,14611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.149392,-77.636784,05/13/2023,174451,2023-05-13 00:17:13,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.636784 43.149392)
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,41.948965,-74.032033,03/07/2022,44352,2023-02-14 15:54:11,P,,,11/30/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-74.032033 41.948965)
ELEC,Duford Studios,127 E 83rd Street,Located between Park Ave & Lexington ||Ave. Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within||,New York,NY,10028,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.777737,-73.957413,05/12/2023,189362,2023-05-12 23:59:53,,,,05/07/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.957413 40.777737)
ELEC,Parkit 301 E 64th - Tesla Destination,301 E 64th St,,New York,NY,10065,,212-929-9404  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.763488,-73.961323,10/06/2022,115087,2023-01-18 15:15:20,P,,,11/13/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.961323 40.763488)
ELEC,Reinstein Woods Nature Preserve,93 Honorine Dr,"Between Union & Transit Rds, off of Como Park Boulevard",Depew,NY,14043,,716-683-5959,E,,Public - Call ahead,"Sunrise to sunset daily, shut off between late November to April",,,,,2,,,,Non-Networked,,GPS,42.891613,-78.717862,03/07/2022,82545,2023-02-14 15:54:11,SG,,,04/21/2017,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARK,,,,,,,Free,,,,,,,,,SOLAR,POINT (-78.717862 42.891613)
ELEC,TPWC  TPWC 5,100 W Creek Ln,,Altamont,NY,12009,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.714324,-73.935880,05/13/2023,227429,2023-05-13 00:27:55,,,,09/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.93588 42.714324)
ELEC,ANTHEM GA STATION-2,15 Plaza Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.768498,-73.758576,05/13/2023,226579,2023-05-13 00:21:01,,,,08/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.758576 42.768498)
ELEC,RPI 1 OFF CAMPUS S1,1525 15th St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726645,-73.678464,05/13/2023,121237,2023-05-13 00:15:30,,,,04/06/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.678464 42.726645)
ELEC,LARKIN726RRAMPP EV ONLY 2,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874900,-78.849874,05/13/2023,182982,2023-05-13 00:14:53,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.849874 42.8749)
ELEC,Holiday Inn - Johnstown Side,308 N Comrie Ave,,Johnstown,NY,12095,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.023060,-74.360160,12/13/2022,236888,2023-02-14 15:54:11,P,,,11/01/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,POINT (-74.36016 43.02306)
ELEC,Omega Institute for Holistic Studies,150 Lake Dr,,Rhinebeck,NY,12572,,845-266-4444,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,41.886569,-73.818216,10/11/2022,229085,2023-02-14 15:54:11,P,,,09/17/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-73.8182156596581 41.8865685282952)
ELEC,SOLOMON TWIN LAKES APT,1A Lakeview Drive,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.854624,-73.768548,05/13/2023,162226,2023-05-13 00:12:37,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.768548 42.854624)
ELEC,BURNS MGT EMPIRE RUN 2,130 Excelsior Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089855,-73.767276,05/13/2023,193184,2023-05-13 00:27:06,,,,07/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.767276 43.089855)
ELEC,Icon Parking - One Lincoln Plaza,20 W 64th Street,Located at B1||,New York,NY,10023,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.771626,-73.981032,05/12/2023,164681,2023-05-12 23:58:36,,,,08/01/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.981032 40.771626)
ELEC,TSS ALBANY STATIONS 3 & 4,2 Commerce Park Dr,,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.832916,-73.903890,05/13/2023,183224,2023-05-13 00:18:51,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.90389 42.832916)
ELEC,Exit 38 (Liverpool),Unnamed Road,,Bayberry,NY,13088,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.114426,-76.214147,05/13/2023,187173,2023-05-13 01:26:44,,,,03/22/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.214147 43.114426)
ELEC,ALBANY COUNTY CPF25,175 green St,,Albany,NY,12207,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.649222,-73.755934,05/13/2023,259311,2023-05-13 00:30:59,,,,04/14/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.755934 42.649222)
ELEC,33-10 Queens Blvd,33-10 Queens Blvd,,Queens,NY,11101,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,40.744362,-73.931120,05/13/2023,204691,2023-05-13 01:05:55,,,,01/12/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.93112013 40.7443625)
ELEC,500 PEARL 500 PEARL,500 Pearl street,,Buffalo,NY,14202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.893581,-78.873877,05/13/2023,153301,2023-05-13 00:20:09,,,,02/05/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.873877 42.893581)
ELEC,CAP REP GARAGE 93 NORTH 1.3,93 N Pearl St,,Albany,NY,12207,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.652683,-73.750480,05/13/2023,183662,2023-05-13 00:25:16,,,,01/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.75048 42.652683)
ELEC,MTP Parking 755 Kent Ave - Tesla Destination,755 Kent Ave,,Brooklyn,NY,11249,,718-855-7407  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.698671,-73.959625,10/06/2022,122479,2023-01-18 15:15:20,P,,,01/17/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.959625 40.698671)
ELEC,528 W 162nd Garage-PARK-it - Tesla Destination,528 W 162nd St,,Manhattan,NY,10033,,212-929-9404  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.836588,-73.941328,10/06/2022,150533,2023-01-18 15:15:20,P,,,08/28/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.941328 40.836588)
E85,Citgo,3818 Sunrise Hwy,Intersection of Seamans Neck Road and Sunrise Hwy,Seaford,NY,11783,,516-679-9351,E,,Public,24 hours daily,A Cash Checks D M V,,,,,,,,,,200-8,40.674240,-73.491300,05/03/2023,238009,2023-05-03 20:36:28,P,,,12/15/2022,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,POINT (-73.4913 40.67424)
